,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_lambda,param_gamma,param_eta,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
30,2.202328014373779,0.12623697441638312,0.013520097732543946,0.0021246755522276953,0.8,1300,1,10,1.8656565656565656,5.238095238095238,0.0004430621457583882,1.1555555555555557,"{'subsample': 0.8, 'n_estimators': 1300, 'min_child_weight': 1, 'max_depth': 10, 'lambda': 1.8656565656565656, 'gamma': 5.238095238095238, 'eta': 0.0004430621457583882, 'alpha': 1.1555555555555557}",-0.23377644450037344,-0.23391716999657589,-0.23608833166532175,-0.23531767155689715,-0.23600953082035128,-0.23502182970790392,0.0009971719716567087,30
31,1.2401469707489015,0.023065639900255456,0.008671951293945313,0.0010058452498116325,0.7,800,10,10,1.9232323232323232,3.8095238095238093,0.00021049041445120198,1.097979797979798,"{'subsample': 0.7, 'n_estimators': 800, 'min_child_weight': 10, 'max_depth': 10, 'lambda': 1.9232323232323232, 'gamma': 3.8095238095238093, 'eta': 0.00021049041445120198, 'alpha': 1.097979797979798}",-0.24383452422207244,-0.24375350397772722,-0.24441771069323384,-0.24441523289743924,-0.24453071258769274,-0.24419033687563307,0.00032727918480752864,38
32,1.190634536743164,0.04768991038578829,0.00957317352294922,0.004054731662337569,0.8,1000,7,6,1.8656565656565656,8.571428571428571,0.00015922827933410923,1.385858585858586,"{'subsample': 0.8, 'n_estimators': 1000, 'min_child_weight': 7, 'max_depth': 6, 'lambda': 1.8656565656565656, 'gamma': 8.571428571428571, 'eta': 0.00015922827933410923, 'alpha': 1.385858585858586}",-0.2442967768354123,-0.24442040626007017,-0.2450555330621819,-0.24538045180767024,-0.24535690526932089,-0.2449020146469311,0.0004599249820834431,40
33,3.325525140762329,0.07174964767719133,0.019007539749145506,0.0018928118270896692,0.6,1200,1,8,0.3494949494949495,1.4285714285714284,0.0001747528400007683,1.2323232323232323,"{'subsample': 0.6, 'n_estimators': 1200, 'min_child_weight': 1, 'max_depth': 8, 'lambda': 0.3494949494949495, 'gamma': 1.4285714285714284, 'eta': 0.0001747528400007683, 'alpha': 1.2323232323232323}",-0.24192860070343294,-0.24149948042329883,-0.24260207930658323,-0.2418243486295212,-0.24240008406799454,-0.24205091862616618,0.0003990173757088858,35
34,0.5592281818389893,0.04867514099075573,0.00665578842163086,0.0012560016255631446,0.8,600,0,3,1.9232323232323232,9.047619047619047,0.0054622772176843425,1.3282828282828283,"{'subsample': 0.8, 'n_estimators': 600, 'min_child_weight': 0, 'max_depth': 3, 'lambda': 1.9232323232323232, 'gamma': 9.047619047619047, 'eta': 0.0054622772176843425, 'alpha': 1.3282828282828283}",-0.22533331343434768,-0.2250357775406905,-0.23075526687959072,-0.22675753840333826,-0.2284207640605227,-0.22726053206369795,0.0021201894573451615,12
35,1.5046173572540282,0.07543252402943583,0.012701702117919923,0.0025663262554472873,0.6,800,4,7,1.0404040404040404,2.8571428571428568,0.001023531021899027,1.7696969696969698,"{'subsample': 0.6, 'n_estimators': 800, 'min_child_weight': 4, 'max_depth': 7, 'lambda': 1.0404040404040404, 'gamma': 2.8571428571428568, 'eta': 0.001023531021899027, 'alpha': 1.7696969696969698}",-0.2311551611997415,-0.23032747311486282,-0.23394574346856983,-0.23141372162727714,-0.2324840203019816,-0.2318652239424866,0.0012477332631672272,19
36,0.36850481033325194,0.014970058370974666,0.004937028884887696,0.0014930777346807604,0.5,600,1,2,0.3494949494949495,6.19047619047619,0.08111308307896872,1.7888888888888888,"{'subsample': 0.5, 'n_estimators': 600, 'min_child_weight': 1, 'max_depth': 2, 'lambda': 0.3494949494949495, 'gamma': 6.19047619047619, 'eta': 0.08111308307896872, 'alpha': 1.7888888888888888}",-0.2278250581558279,-0.22548134152698,-0.2307464367149978,-0.2255589332897448,-0.22648067920960396,-0.22721848977943088,0.001956042484498826,10
37,1.32489914894104,0.03638449289604472,0.009121990203857422,0.0011940865116063593,0.55,1100,3,6,1.1555555555555557,8.571428571428571,0.00023101297000831605,0.5797979797979798,"{'subsample': 0.55, 'n_estimators': 1100, 'min_child_weight': 3, 'max_depth': 6, 'lambda': 1.1555555555555557, 'gamma': 8.571428571428571, 'eta': 0.00023101297000831605, 'alpha': 0.5797979797979798}",-0.2415964926376606,-0.24176267444844357,-0.2428270969504428,-0.2427017131187555,-0.24283867317036034,-0.24234533006513254,0.0005482227088709468,36
38,0.7990992069244385,0.02506033174769759,0.005406808853149414,0.0007295724051314984,0.6,1400,5,10,1.2515151515151515,9.047619047619047,0.3593813663804629,1.501010101010101,"{'subsample': 0.6, 'n_estimators': 1400, 'min_child_weight': 5, 'max_depth': 10, 'lambda': 1.2515151515151515, 'gamma': 9.047619047619047, 'eta': 0.3593813663804629, 'alpha': 1.501010101010101}",-0.23654075008036538,-0.23034673437783582,-0.2379468528900656,-0.22334469106555135,-0.22998711406774258,-0.23163322849631213,0.005234696431566757,18
39,1.6799728393554687,0.04917527990264677,0.010427045822143554,0.0011468387622532092,0.9,900,9,8,0.5414141414141413,3.8095238095238093,0.00015922827933410923,1.5585858585858585,"{'subsample': 0.9, 'n_estimators': 900, 'min_child_weight': 9, 'max_depth': 8, 'lambda': 0.5414141414141413, 'gamma': 3.8095238095238093, 'eta': 0.00015922827933410923, 'alpha': 1.5585858585858585}",-0.24409302741965347,-0.24390075022384394,-0.24457950971825734,-0.2446568802560303,-0.24473417956003615,-0.24439286943556424,0.0003326004998684152,39
40,0.9193124294281005,0.04441056362740966,0.006056737899780273,0.001462177969965167,0.8,1100,2,8,0.7141414141414141,8.095238095238095,0.005994842503189409,0.1191919191919192,"{'subsample': 0.8, 'n_estimators': 1100, 'min_child_weight': 2, 'max_depth': 8, 'lambda': 0.7141414141414141, 'gamma': 8.095238095238095, 'eta': 0.005994842503189409, 'alpha': 0.1191919191919192}",-0.224793034238863,-0.22480357502335507,-0.22981902244202201,-0.2227129557023199,-0.22650683446380127,-0.22572708437407227,0.002373278668011619,2
41,0.3613771915435791,0.009303623730570247,0.005082178115844727,0.0010064108207021231,0.9,600,1,5,1.4626262626262627,8.095238095238095,0.4750810162102798,0.7717171717171717,"{'subsample': 0.9, 'n_estimators': 600, 'min_child_weight': 1, 'max_depth': 5, 'lambda': 1.4626262626262627, 'gamma': 8.095238095238095, 'eta': 0.4750810162102798, 'alpha': 0.7717171717171717}",-0.2259640826605049,-0.22170149407553613,-0.23091899939500252,-0.2261483438228253,-0.24042521231016242,-0.22903162645280623,0.006400468101978498,17
42,2.6353273391723633,0.1015734435863748,0.01781005859375,0.004013713006548783,0.65,1500,7,6,0.598989898989899,1.4285714285714284,0.0009326033468832199,0.3303030303030303,"{'subsample': 0.65, 'n_estimators': 1500, 'min_child_weight': 7, 'max_depth': 6, 'lambda': 0.598989898989899, 'gamma': 1.4285714285714284, 'eta': 0.0009326033468832199, 'alpha': 0.3303030303030303}",-0.22730816033693732,-0.22418320033983485,-0.23066297997053836,-0.22576428729161893,-0.2283431386773885,-0.2272523533232636,0.0022117568487007586,11
43,0.5309250831604004,0.05286461521349234,0.0049454689025878905,0.0008651306300116743,0.6,600,9,3,0.7141414141414141,3.8095238095238093,0.018307382802953697,1.9808080808080808,"{'subsample': 0.6, 'n_estimators': 600, 'min_child_weight': 9, 'max_depth': 3, 'lambda': 0.7141414141414141, 'gamma': 3.8095238095238093, 'eta': 0.018307382802953697, 'alpha': 1.9808080808080808}",-0.22635504910070386,-0.22338124226873396,-0.23156128487071673,-0.22359495640594065,-0.22516645387678913,-0.22601179730457685,0.002979603305109874,3
44,0.5535146236419678,0.05259105274411375,0.005280590057373047,0.0016447107227533023,0.7,900,3,6,1.7696969696969698,9.047619047619047,0.394420605943766,0.5606060606060606,"{'subsample': 0.7, 'n_estimators': 900, 'min_child_weight': 3, 'max_depth': 6, 'lambda': 1.7696969696969698, 'gamma': 9.047619047619047, 'eta': 0.394420605943766, 'alpha': 0.5606060606060606}",-0.2339002450659067,-0.22717638193913123,-0.24383446474732268,-0.22674155323187284,-0.23015569174827133,-0.23236166734650093,0.00628222090277414,20
45,0.8190096378326416,0.09232848637886071,0.004492473602294922,0.0012992837449328823,0.9,1500,1,2,0.42626262626262623,9.523809523809524,0.572236765935022,1.2898989898989899,"{'subsample': 0.9, 'n_estimators': 1500, 'min_child_weight': 1, 'max_depth': 2, 'lambda': 0.42626262626262623, 'gamma': 9.523809523809524, 'eta': 0.572236765935022, 'alpha': 1.2898989898989899}",-0.22429998963131162,-0.23333116218327513,-0.23230655864289879,-0.22770872198850334,-0.2247878046988138,-0.22848684742896053,0.0037383352908755356,16
46,1.3208913326263427,0.054909217228417365,0.010087680816650391,0.0018815325119931417,1.0,600,6,7,0.7717171717171717,1.9047619047619047,0.0008497534359086447,0.3878787878787878,"{'subsample': 1.0, 'n_estimators': 600, 'min_child_weight': 6, 'max_depth': 7, 'lambda': 0.7717171717171717, 'gamma': 1.9047619047619047, 'eta': 0.0008497534359086447, 'alpha': 0.3878787878787878}",-0.2348631352789097,-0.23142671929503328,-0.23567975874832478,-0.23331889796991404,-0.23451844589546433,-0.23396139143752923,0.0014774030299993923,27
47,0.42056450843811033,0.007277335449445096,0.0055445671081542965,0.0018172328010953183,0.8,700,4,6,1.5777777777777777,10.0,0.14174741629268062,1.5777777777777777,"{'subsample': 0.8, 'n_estimators': 700, 'min_child_weight': 4, 'max_depth': 6, 'lambda': 1.5777777777777777, 'gamma': 10.0, 'eta': 0.14174741629268062, 'alpha': 1.5777777777777777}",-0.22473157290174253,-0.22422054950115222,-0.23107423771991698,-0.22241240195689987,-0.22419233539266062,-0.22532621949447446,0.002979659377278672,1
48,2.995044803619385,0.05358398820973032,0.0186767578125,0.0029831118480964343,0.8,1300,2,7,1.1363636363636365,1.4285714285714284,0.0003678379771828634,1.213131313131313,"{'subsample': 0.8, 'n_estimators': 1300, 'min_child_weight': 2, 'max_depth': 7, 'lambda': 1.1363636363636365, 'gamma': 1.4285714285714284, 'eta': 0.0003678379771828634, 'alpha': 1.213131313131313}",-0.23509570748676523,-0.23466618605358586,-0.23728116548319383,-0.23515179330182334,-0.23649470224329627,-0.23573791091373292,0.000985791159944249,32
49,1.7206924438476563,0.12514098523796288,0.009275293350219727,0.0016880617535784978,0.9,1500,4,7,1.0787878787878789,10.0,0.00013219411484660288,1.6737373737373737,"{'subsample': 0.9, 'n_estimators': 1500, 'min_child_weight': 4, 'max_depth': 7, 'lambda': 1.0787878787878789, 'gamma': 10.0, 'eta': 0.00013219411484660288, 'alpha': 1.6737373737373737}",-0.2431060972704415,-0.24325928513493814,-0.24407613200492956,-0.24484814049827447,-0.2445544813423215,-0.24396882725018104,0.0006892677049666386,37
